240;272
240;280
240;264
232;280
224;280
216;280
208;280
200;280
192;280
184;280
176;280
168;280
160;280
152;280
144;280
136;280
128;280
120;280
112;280
104;280
96;280
88;280
80;280
72;280
64;280
56;280
48;280
40;280
32;280
24;280
16;280
8;280
0;280
280;328
288;328
296;328
304;328
312;328
320;328
328;328
336;328
344;328
352;328
360;328
368;328
384;328
376;328
392;328
400;328
408;328
416;328
424;328
432;328
440;328
448;328
456;328
464;328
472;328
480;328
488;328
496;328
504;328
512;328
560;384
392;368
392;360
232;384
384;216
392;216
392;208
384;208
384;200
392;200
392;192
392;184
384;192
384;184
384;176
392;176
392;168
384;168
384;160
392;160
392;152
384;152
384;144
392;144
392;136
384;136
384;128
392;128
392;120
384;120
384;112
392;112
392;104
384;104
384;96
392;96
392;88
384;88
384;80
392;80
384;72
392;72
384;64
392;64
392;56
384;56
384;48
392;48
392;40
384;40
384;32
392;32
392;24
384;24
384;16
392;16
392;8
384;8
384;0
392;0
560;264
560;272
560;280
568;280
576;280
584;280
592;280
600;280
608;280
616;280
624;280
632;280
640;280
656;280
648;280
664;280
672;280
680;280
688;280
696;280
704;280
712;280
720;280
736;280
728;280
744;280
752;280
760;280
768;280
776;280
784;280
792;280
