168;200
160;200
160;208
160;216
160;224
160;232
160;248
160;240
160;264
160;272
160;280
160;256
160;288
216;216
224;216
232;216
240;216
248;216
256;216
264;216
272;216
280;216
288;216
296;216
304;216
312;216
320;216
320;208
320;200
320;192
320;176
320;168
328;168
320;184
336;168
344;168
352;168
360;168
368;168
376;168
384;168
392;168
400;168
408;168
416;168
424;168
432;168
440;168
448;216
456;216
464;216
472;216
480;216
488;216
496;216
504;216
512;216
520;216
528;216
536;216
544;216
552;216
600;200
608;200
608;208
608;216
608;224
608;232
608;248
608;240
608;256
608;264
608;288
608;280
608;272
160;296
168;304
176;312
184;312
192;320
200;320
608;296
600;304
592;312
584;312
576;320
568;320
536;344
528;344
520;352
512;352
504;360
496;360
488;368
480;368
472;368
320;368
312;368
304;368
296;360
288;360
280;352
272;352
264;344
256;344
328;216
336;216
344;216
352;216
360;216
368;216
376;216
384;216
392;216
400;216
424;216
416;216
408;216
432;216
440;216
456;168
448;168
456;176
456;192
456;184
456;200
456;208
320;424
328;424
336;424
344;424
352;424
360;424
368;424
376;424
384;424
392;424
400;424
408;424
416;424
424;424
440;424
432;424
448;424
456;424
464;424
472;424
472;432
472;440
472;448
472;456
320;432
320;440
320;448
320;456
0;392
8;392
16;392
24;392
32;400
40;400
48;400
56;408
64;408
72;408
80;416
88;416
96;424
104;424
112;424
120;424
128;432
136;432
144;432
152;432
160;440
168;440
176;440
184;448
192;448
200;456
208;456
216;464
224;464
232;472
240;472
248;472
256;480
264;480
272;488
280;488
288;488
296;496
312;496
304;496
480;496
488;496
496;496
512;488
520;488
528;488
536;480
544;480
552;472
560;472
568;464
576;464
584;456
592;456
600;448
608;448
616;448
624;440
632;440
640;440
648;440
656;440
664;432
672;432
680;432
688;432
696;432
704;424
712;424
720;416
728;416
736;416
744;408
752;408
760;408
768;400
776;400
784;400
792;400
240;528
240;544
240;552
240;536
240;560
544;560
544;544
544;536
544;552
544;520
544;528
384;560
392;560
392;568
384;568
384;576
376;576
368;576
360;576
352;576
392;576
400;576
408;576
416;576
424;576
288;496
264;488
248;480
224;472
208;464
192;456
176;448
152;440
120;432
88;424
72;416
48;408
24;400
512;496
504;496
536;488
552;480
568;472
584;464
600;456
624;448
664;440
704;432
720;424
744;416
768;408
600;312
608;304
584;320
528;352
512;360
496;368
296;368
280;360
264;352
184;320
168;312
160;304
